age,dependents,monthly_inc,real_estate,debt_ratio,open_credit,rev_util,late_30_59,late_60_89,late_90,dlq_2yrs
30.0,4.0,3850.0,0.0,0.263827577,5.0,0.979619304,3.0,0.0,1.0,1
36.0,2.0,4080.0,2.0,0.701543739,7.0,0.269805999,0.0,0.0,0.0,0
58.0,2.0,13355.0,3.0,0.461515424,28.0,0.411592668,0.0,0.0,0.0,0
56.0,3.0,14269.0,1.0,0.183041345,7.0,0.041096928,0.0,0.0,0.0,0
53.0,1.0,8775.0,1.0,0.695305378,9.0,0.814600339,0.0,0.0,0.0,1
43.0,2.0,0.0,0.0,711.0,7.0,0.132673596,0.0,0.0,0.0,0
34.0,1.0,2600.0,0.0,0.138023837,5.0,1.303393214,2.0,0.0,1.0,1
30.0,1.0,5300.0,0.0,0.046029051,2.0,0.9999999,0.0,0.0,0.0,0
35.0,0.0,4305.0,0.0,0.083604273,1.0,0.9999999,0.0,1.0,0.0,1
33.0,2.0,3600.0,1.0,0.347125798,11.0,0.025209378,0.0,0.0,0.0,0
58.0,0.0,7276.0,1.0,0.248041775,9.0,0.466233349,0.0,0.0,0.0,0
66.0,0.0,799.0,2.0,2.26,7.0,0.213089346,0.0,0.0,0.0,0
56.0,0.0,4300.0,0.0,0.088119042,2.0,0.9999999,0.0,0.0,0.0,0
42.0,3.0,4053.0,1.0,1.016280217,10.0,0.724784402,1.0,0.0,0.0,0
60.0,1.0,13332.0,1.0,0.37838446,20.0,0.263394554,0.0,0.0,0.0,0
56.0,0.0,0.0,0.0,38.0,0.0,1.832335329,0.0,0.0,1.0,0
24.0,0.0,3800.0,0.0,0.136806104,3.0,0.0,0.0,0.0,0.0,0
48.0,1.0,8500.0,1.0,0.164686507,4.0,0.011524655,0.0,0.0,0.0,0
99.0,0.0,6372.0,2.0,0.773889848,12.0,0.034037881,0.0,0.0,0.0,0
56.0,3.0,16042.0,1.0,0.078538927,3.0,0.188387441,0.0,0.0,0.0,0
81.0,0.0,3100.0,2.0,0.480812641,16.0,0.003555443,0.0,0.0,0.0,0
61.0,2.0,21666.0,2.0,0.326302672,20.0,0.770320625,0.0,0.0,0.0,0
44.0,2.0,28292.0,0.0,0.081468915,5.0,0.742730291,0.0,0.0,0.0,0
28.0,0.0,3300.0,2.0,0.52226598,9.0,0.017933672,0.0,0.0,0.0,0
68.0,0.0,8078.0,1.0,0.298304246,3.0,0.016023152,0.0,0.0,0.0,0
40.0,2.0,4750.0,2.0,0.348137234,4.0,0.305612361,0.0,0.0,0.0,0
44.0,1.0,5498.0,2.0,0.454446263,9.0,0.348590701,1.0,0.0,0.0,0
40.0,3.0,11000.0,0.0,0.080538133,2.0,0.17708286,0.0,0.0,0.0,0
56.0,0.0,9900.0,2.0,0.238965761,13.0,0.204159099,0.0,0.0,0.0,0
61.0,0.0,6175.0,1.0,0.354112694,5.0,1.018497688,2.0,0.0,3.0,1
56.0,1.0,7500.0,1.0,0.192774297,2.0,0.095145243,0.0,0.0,0.0,0
29.0,0.0,4420.0,0.0,0.121239539,7.0,0.794522366,0.0,0.0,0.0,1
67.0,0.0,5833.0,1.0,0.254542338,10.0,0.0,0.0,0.0,0.0,0
28.0,0.0,5604.0,0.0,0.140053524,5.0,0.297593704,0.0,0.0,0.0,0
87.0,0.0,6000.0,0.0,0.002499583,4.0,0.020639174,0.0,0.0,0.0,0
54.0,0.0,9166.0,1.0,0.270208356,7.0,0.091965052,0.0,0.0,0.0,0
52.0,0.0,5890.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0
45.0,1.0,8870.0,1.0,0.392627663,16.0,0.160418657,3.0,0.0,0.0,0
69.0,0.0,2562.0,1.0,3.312134218,28.0,0.000602003,0.0,0.0,0.0,0
75.0,0.0,2000.0,1.0,0.40029985,10.0,0.102657816,0.0,0.0,0.0,0
43.0,0.0,5000.0,2.0,0.599680064,7.0,0.207036215,2.0,0.0,0.0,0
38.0,3.0,3000.0,0.0,0.483172276,9.0,0.171062753,0.0,0.0,0.0,0
53.0,2.0,4333.0,1.0,0.305491463,7.0,0.141603216,0.0,0.0,0.0,0
31.0,0.0,5400.0,1.0,0.31142381,9.0,0.0,0.0,0.0,0.0,0
28.0,3.0,5166.0,1.0,0.363847494,15.0,1.191510365,7.0,2.0,1.0,1
54.0,1.0,12500.0,2.0,0.442364611,9.0,0.055342454,0.0,0.0,0.0,0
48.0,1.0,4186.0,1.0,0.430379747,4.0,0.044997857,0.0,0.0,0.0,0
30.0,0.0,2400.0,1.0,0.988754686,5.0,0.0,1.0,2.0,1.0,1
56.0,3.0,4660.0,2.0,0.474790817,15.0,0.050820177,0.0,0.0,0.0,0
35.0,2.0,6250.0,2.0,0.478163494,16.0,0.096574449,0.0,0.0,0.0,0
59.0,0.0,10160.0,2.0,0.41846275,13.0,0.604814128,0.0,0.0,0.0,0
26.0,0.0,43000.0,0.0,0.002651101,6.0,0.171707073,0.0,0.0,0.0,0
25.0,0.0,0.0,0.0,223.0,2.0,0.0,0.0,0.0,0.0,0
61.0,0.0,2900.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
48.0,0.0,1700.0,2.0,1.788359788,4.0,0.0,0.0,0.0,0.0,0
55.0,1.0,5416.0,2.0,0.421450988,9.0,0.041543252,0.0,0.0,0.0,0
60.0,0.0,12000.0,5.0,0.855345388,14.0,0.140219106,0.0,0.0,0.0,0
34.0,0.0,2311.0,0.0,0.190311419,6.0,0.00960301,0.0,0.0,0.0,0
67.0,0.0,5000.0,1.0,0.124175165,5.0,0.166987155,0.0,0.0,0.0,0
46.0,2.0,0.0,2.0,2294.0,9.0,0.246250092,0.0,1.0,0.0,0
27.0,0.0,1100.0,0.0,0.088101726,3.0,0.464535465,0.0,0.0,0.0,0
59.0,0.0,4055.0,1.0,0.469921105,6.0,0.20164939,0.0,0.0,0.0,0
31.0,0.0,8200.0,1.0,0.184245824,9.0,0.015661446,0.0,0.0,0.0,0
61.0,0.0,6666.0,1.0,0.101094945,6.0,0.003448227,0.0,0.0,0.0,0
49.0,1.0,4741.0,0.0,0.256431885,8.0,0.319523373,0.0,0.0,0.0,0
75.0,0.0,2544.0,0.0,0.238113949,7.0,0.73719295,0.0,0.0,0.0,0
67.0,1.0,600.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0
33.0,0.0,5000.0,1.0,0.767246551,7.0,1.061938062,0.0,0.0,2.0,1
50.0,4.0,9984.0,2.0,0.311867802,8.0,0.00579942,0.0,0.0,0.0,0
36.0,2.0,15200.0,0.0,0.091901849,3.0,0.921635945,1.0,0.0,0.0,0
31.0,2.0,6100.0,0.0,0.193083101,4.0,0.91538974,0.0,1.0,1.0,1
59.0,0.0,5952.0,2.0,0.97009911,11.0,0.65677446,0.0,0.0,0.0,1
49.0,0.0,3000.0,0.0,0.007664112,12.0,0.00500864,0.0,0.0,0.0,0
80.0,0.0,9314.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0
35.0,2.0,7450.0,1.0,0.342370152,7.0,0.911043458,3.0,0.0,0.0,1
41.0,0.0,2769.0,1.0,0.249458484,2.0,0.0,0.0,0.0,0.0,0
60.0,0.0,10000.0,2.0,0.464053595,16.0,0.038170945,0.0,0.0,0.0,0
53.0,1.0,1000.0,3.0,2.016983017,4.0,0.229218175,0.0,0.0,0.0,0
34.0,0.0,4760.0,0.0,0.069733249,5.0,0.031446107,0.0,0.0,0.0,0
54.0,2.0,6666.0,2.0,0.394780261,5.0,0.076840243,0.0,0.0,0.0,0
63.0,2.0,8000.0,0.0,0.013623297,17.0,0.008898642,0.0,0.0,0.0,0
49.0,4.0,22000.0,2.0,0.131448571,16.0,0.075276407,1.0,0.0,0.0,0
65.0,0.0,8700.0,2.0,0.171359614,9.0,0.133441988,0.0,0.0,0.0,0
62.0,0.0,6340.0,2.0,0.755401356,11.0,0.396500243,0.0,0.0,0.0,0
42.0,0.0,5733.0,1.0,0.230728985,8.0,0.112120879,0.0,0.0,0.0,0
37.0,0.0,2800.0,0.0,0.151017494,5.0,0.600470035,0.0,0.0,0.0,1
81.0,0.0,2500.0,0.0,0.014394242,6.0,0.0344048,0.0,0.0,0.0,0
51.0,0.0,5700.0,1.0,0.106647956,11.0,0.033607,0.0,0.0,0.0,0
41.0,2.0,6952.0,2.0,0.379260751,11.0,0.500893502,0.0,0.0,0.0,0
34.0,1.0,9000.0,1.0,0.154316187,9.0,0.517804693,0.0,0.0,0.0,0
40.0,4.0,7900.0,1.0,0.177952158,4.0,0.073992601,0.0,0.0,0.0,0
43.0,1.0,3200.0,0.0,0.28022493,6.0,0.9999999,1.0,1.0,2.0,1
40.0,3.0,3006.0,0.0,0.010309278,0.0,0.9999999,1.0,0.0,1.0,1
61.0,0.0,4583.0,1.0,0.566753927,7.0,0.665467494,0.0,0.0,0.0,0
25.0,0.0,1700.0,0.0,0.0223398,2.0,0.637362637,1.0,0.0,0.0,1
32.0,0.0,3500.0,0.0,0.071408169,3.0,0.0,0.0,1.0,0.0,0
41.0,0.0,8333.0,2.0,0.207583393,11.0,0.000468445,0.0,1.0,0.0,0
53.0,2.0,3900.0,0.0,0.299666752,8.0,0.9999999,0.0,0.0,0.0,0
62.0,1.0,15142.0,3.0,0.317572476,9.0,1.00519948,0.0,0.0,0.0,0
26.0,2.0,2800.0,0.0,0.258122099,12.0,0.865992415,0.0,0.0,0.0,0
66.0,2.0,6850.0,2.0,0.671726755,26.0,0.830931312,0.0,0.0,0.0,0
40.0,0.0,5583.0,2.0,0.516296562,7.0,0.290530459,0.0,0.0,0.0,0
64.0,1.0,1560.0,1.0,0.846893017,5.0,0.575684863,0.0,0.0,0.0,0
43.0,0.0,2701.0,1.0,0.401554404,3.0,0.571214393,0.0,0.0,0.0,0
46.0,1.0,17750.0,2.0,0.468424314,19.0,0.943813441,2.0,1.0,0.0,1
51.0,0.0,3788.0,1.0,0.274742676,6.0,0.02335805,0.0,0.0,0.0,0
44.0,3.0,3007.0,2.0,0.895944149,11.0,0.942443534,0.0,0.0,0.0,1
65.0,0.0,1533.0,0.0,0.44654498,3.0,0.958380202,4.0,0.0,0.0,0
70.0,0.0,2271.0,1.0,0.79181338,2.0,0.9999999,0.0,0.0,0.0,0
61.0,0.0,10500.0,0.0,0.0029521,3.0,0.026649334,0.0,0.0,0.0,0
70.0,1.0,3850.0,1.0,0.482991431,10.0,0.034838646,0.0,0.0,0.0,0
89.0,0.0,5166.0,0.0,0.000774144,2.0,0.007909158,0.0,0.0,0.0,0
78.0,0.0,2284.0,0.0,0.000875274,6.0,0.003733223,0.0,0.0,0.0,0
34.0,4.0,3600.0,0.0,0.094695918,3.0,0.9999999,2.0,0.0,1.0,0
54.0,2.0,5083.0,1.0,0.899095201,20.0,0.279188695,0.0,0.0,0.0,0
33.0,1.0,2625.0,1.0,0.638233054,2.0,0.9999999,1.0,1.0,3.0,1
51.0,2.0,2757.0,1.0,0.210659898,8.0,0.019997561,0.0,0.0,0.0,0
46.0,2.0,12833.0,1.0,0.170250896,8.0,0.041457937,0.0,1.0,0.0,0
54.0,1.0,3025.0,5.0,1.62623926,14.0,0.021766753,0.0,0.0,0.0,0
28.0,3.0,900.0,0.0,0.0,0.0,0.9999999,0.0,0.0,0.0,1
63.0,0.0,6245.0,2.0,0.475824528,13.0,0.474733815,0.0,0.0,0.0,0
61.0,1.0,19166.0,3.0,0.215317994,4.0,0.059837606,0.0,0.0,0.0,0
79.0,1.0,2800.0,1.0,0.4162799,25.0,0.288722202,0.0,0.0,0.0,0
72.0,1.0,6000.0,2.0,0.519246792,8.0,0.445662652,0.0,0.0,0.0,0
63.0,0.0,1839.0,0.0,0.007065217,10.0,0.004391179,0.0,0.0,0.0,0
60.0,0.0,5281.0,1.0,0.158841348,7.0,0.060513318,0.0,0.0,0.0,0
55.0,0.0,4300.0,0.0,0.155545222,6.0,0.045545449,1.0,0.0,0.0,0
83.0,0.0,3400.0,1.0,0.368421053,6.0,0.051311663,0.0,0.0,0.0,0
68.0,0.0,8168.0,0.0,0.12290366,6.0,0.015271802,0.0,0.0,0.0,0
45.0,0.0,2000.0,0.0,0.019990005,6.0,0.021403167,0.0,0.0,0.0,0
55.0,0.0,3167.0,1.0,0.668244949,7.0,0.001242159,0.0,0.0,0.0,0
87.0,0.0,4233.0,1.0,0.219414265,6.0,0.044837241,0.0,0.0,0.0,0
44.0,0.0,4500.0,2.0,0.595867585,18.0,0.100801997,0.0,0.0,0.0,0
62.0,1.0,17500.0,3.0,0.240329124,7.0,0.095856972,0.0,0.0,0.0,0
40.0,2.0,13000.0,1.0,0.220059995,15.0,0.119596102,0.0,0.0,0.0,0
39.0,1.0,1117.0,2.0,1.890876565,4.0,0.9999999,0.0,0.0,0.0,0
51.0,1.0,3300.0,1.0,0.324144199,9.0,0.183483381,0.0,0.0,0.0,0
55.0,1.0,9304.0,2.0,0.381730253,17.0,0.072816649,3.0,1.0,0.0,0
53.0,0.0,2700.0,1.0,0.829322473,8.0,0.869839148,1.0,0.0,0.0,0
43.0,0.0,2244.0,0.0,0.000890869,2.0,0.001608626,0.0,0.0,0.0,0
27.0,1.0,2819.0,0.0,0.079787234,0.0,0.9999999,1.0,1.0,1.0,1
59.0,1.0,5600.0,1.0,0.315300839,19.0,0.023426672,0.0,0.0,0.0,1
66.0,0.0,6230.0,1.0,0.305087466,14.0,0.17301569,0.0,0.0,0.0,0
62.0,0.0,1382.0,0.0,0.281995662,4.0,0.652669466,0.0,0.0,0.0,0
40.0,4.0,7300.0,2.0,0.361046432,7.0,3.067762719,0.0,0.0,1.0,1
41.0,4.0,7255.0,0.0,0.410281147,11.0,0.941640379,1.0,0.0,0.0,0
41.0,0.0,6300.0,1.0,0.203777178,3.0,0.0,0.0,0.0,0.0,0
46.0,0.0,2500.0,0.0,0.00159936,5.0,0.004928219,0.0,0.0,0.0,0
33.0,0.0,2400.0,0.0,0.144106622,6.0,0.790895535,0.0,0.0,0.0,0
62.0,1.0,3600.0,1.0,0.315190225,9.0,0.417560842,0.0,0.0,0.0,0
49.0,1.0,7060.0,2.0,0.343577397,9.0,0.09808129,0.0,0.0,0.0,0
57.0,0.0,5500.0,1.0,0.132703145,5.0,0.006720021,0.0,0.0,0.0,0
46.0,2.0,12562.0,1.0,0.16150601,10.0,0.162864544,1.0,0.0,0.0,0
40.0,2.0,4749.0,2.0,1.551368421,9.0,0.803361604,1.0,0.0,0.0,0
33.0,1.0,2300.0,2.0,1.179487179,17.0,1.003097719,0.0,0.0,0.0,1
66.0,1.0,14400.0,0.0,0.02569266,13.0,0.086181724,0.0,0.0,0.0,0
71.0,1.0,3694.0,0.0,0.130175913,9.0,0.0,0.0,0.0,0.0,0
25.0,2.0,3992.0,0.0,0.0,0.0,0.9999999,98.0,98.0,98.0,1
66.0,0.0,3549.0,0.0,0.41943662,8.0,1.007090265,6.0,1.0,2.0,1
58.0,1.0,6000.0,1.0,0.27112148,8.0,2066.0,0.0,0.0,1.0,1
53.0,0.0,6666.0,3.0,0.533373331,8.0,0.9999999,0.0,0.0,0.0,0
49.0,3.0,10200.0,2.0,0.568767768,10.0,0.814628418,2.0,0.0,0.0,1
53.0,0.0,7750.0,0.0,3.411043736,8.0,0.021999154,0.0,0.0,0.0,0
37.0,0.0,0.0,1.0,3590.0,16.0,0.256708694,0.0,0.0,0.0,0
30.0,0.0,1731.0,0.0,0.248267898,6.0,0.064113876,0.0,0.0,0.0,0
40.0,2.0,4800.0,1.0,0.48344095,6.0,0.869328494,1.0,0.0,0.0,1
36.0,0.0,1000.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
43.0,0.0,9300.0,2.0,0.536178905,9.0,0.210569377,1.0,0.0,0.0,0
52.0,1.0,4265.0,1.0,1.035396156,11.0,0.853132676,3.0,4.0,2.0,1
60.0,0.0,5700.0,1.0,0.172952114,9.0,0.053695668,0.0,0.0,0.0,0
28.0,0.0,3200.0,0.0,0.009996876,0.0,0.9999999,0.0,1.0,1.0,0
55.0,0.0,3000.0,0.0,0.156947684,5.0,0.015538063,0.0,0.0,0.0,1
40.0,2.0,5493.0,2.0,0.746268657,8.0,0.719061423,1.0,0.0,0.0,1
53.0,0.0,8200.0,2.0,0.373369101,9.0,0.279608574,0.0,0.0,1.0,0
32.0,0.0,5208.0,2.0,0.719523901,5.0,0.441117764,0.0,0.0,0.0,0
41.0,3.0,15047.0,3.0,0.36755715,8.0,0.939283608,0.0,0.0,0.0,0
51.0,1.0,12504.0,0.0,0.072291084,6.0,0.069857216,0.0,0.0,0.0,0
66.0,0.0,8500.0,1.0,0.283613693,5.0,0.105363155,0.0,0.0,0.0,0
66.0,1.0,4222.0,1.0,0.252427184,17.0,0.279829799,0.0,0.0,0.0,0
46.0,2.0,2419.0,2.0,0.666115702,10.0,0.0,0.0,2.0,1.0,0
64.0,0.0,13370.0,1.0,0.15040012,6.0,0.059747013,0.0,0.0,0.0,0
46.0,8.0,21633.0,2.0,0.248220394,16.0,0.234244903,0.0,0.0,0.0,0
62.0,0.0,6570.0,1.0,0.237863339,6.0,0.023271154,0.0,0.0,0.0,0
39.0,3.0,7231.0,0.0,0.103429204,5.0,0.09093163,0.0,0.0,0.0,0
57.0,0.0,4000.0,0.0,0.20419895,7.0,0.825122141,0.0,0.0,0.0,1
55.0,0.0,7027.0,1.0,0.380478088,15.0,0.347323481,0.0,0.0,0.0,0
85.0,1.0,2277.0,1.0,0.303775241,9.0,0.005432338,0.0,0.0,0.0,0
45.0,4.0,12000.0,2.0,0.384384635,9.0,0.401550221,0.0,0.0,0.0,0
61.0,0.0,10400.0,2.0,0.486299394,22.0,0.144570096,0.0,0.0,0.0,0
74.0,0.0,5666.0,0.0,0.019940004,8.0,0.035754916,0.0,0.0,0.0,0
32.0,0.0,192.0,0.0,6.471502591,25.0,0.0,2.0,0.0,0.0,0
79.0,0.0,3025.0,1.0,0.371116986,12.0,0.022154084,0.0,0.0,0.0,0
56.0,0.0,6500.0,0.0,0.298569451,7.0,0.849592915,1.0,0.0,1.0,0
59.0,1.0,5786.0,2.0,0.421634698,5.0,0.0,0.0,0.0,0.0,0
35.0,0.0,2000.0,2.0,2.274362819,12.0,0.592975293,0.0,0.0,0.0,0
66.0,0.0,9583.0,1.0,0.208576795,3.0,0.065461085,0.0,0.0,0.0,0
36.0,0.0,6480.0,2.0,0.431106311,9.0,0.021121731,0.0,0.0,0.0,0
51.0,6.0,19583.0,2.0,0.306576797,32.0,0.24495896,0.0,0.0,0.0,0
38.0,2.0,2600.0,0.0,0.341407151,6.0,1.131474104,2.0,0.0,0.0,0
24.0,0.0,3000.0,0.0,0.055314895,2.0,0.103930713,0.0,0.0,0.0,0
59.0,0.0,2500.0,0.0,0.00279888,12.0,0.00386021,0.0,0.0,0.0,0
40.0,2.0,3300.0,1.0,0.437443199,7.0,0.125093745,0.0,0.0,0.0,0
61.0,0.0,10000.0,1.0,0.127987201,9.0,0.000888876,0.0,0.0,0.0,0
68.0,0.0,7000.0,0.0,0.009427225,3.0,0.105255675,0.0,0.0,0.0,0
27.0,0.0,3800.0,1.0,0.434885556,4.0,0.971805639,0.0,0.0,0.0,0
40.0,1.0,4334.0,0.0,0.287658593,9.0,0.550778076,0.0,0.0,0.0,0
32.0,0.0,2495.0,0.0,0.101762821,3.0,0.803196803,1.0,0.0,0.0,0
47.0,2.0,9000.0,1.0,0.378735696,7.0,0.680161943,4.0,0.0,0.0,1
47.0,2.0,9250.0,0.0,0.006701978,5.0,0.040369583,0.0,0.0,0.0,0
56.0,2.0,9500.0,0.0,0.141458794,8.0,0.243329561,0.0,0.0,0.0,0
59.0,0.0,5060.0,1.0,0.31436475,5.0,1.02740487,0.0,0.0,0.0,0
68.0,1.0,20000.0,1.0,0.105344733,9.0,0.0,0.0,0.0,0.0,0
43.0,0.0,5400.0,2.0,0.467135716,5.0,0.899820036,1.0,0.0,0.0,0
53.0,2.0,9000.0,2.0,0.450283302,23.0,0.012998887,0.0,0.0,0.0,0
55.0,0.0,3292.0,0.0,0.010324932,2.0,0.127096989,0.0,0.0,0.0,0
63.0,0.0,8101.0,0.0,0.174277956,12.0,0.144350314,0.0,0.0,0.0,0
43.0,0.0,10416.0,0.0,0.271191322,9.0,1.006939436,2.0,0.0,0.0,0
63.0,0.0,16792.0,1.0,0.60519264,25.0,0.769080631,0.0,0.0,0.0,0
46.0,0.0,5700.0,0.0,0.119628135,2.0,0.9999999,2.0,0.0,1.0,1
38.0,2.0,25275.0,3.0,0.363981643,29.0,0.000258182,0.0,0.0,0.0,0
34.0,0.0,1700.0,0.0,0.249265138,7.0,0.117207772,0.0,0.0,0.0,0
57.0,2.0,6950.0,2.0,0.359228888,15.0,0.044551549,0.0,0.0,0.0,0
44.0,0.0,18550.0,3.0,0.226618511,9.0,5423.0,1.0,0.0,0.0,0
32.0,0.0,6500.0,0.0,0.012921089,4.0,0.152694449,0.0,0.0,0.0,0
46.0,0.0,9046.0,1.0,0.181275561,4.0,0.057098097,0.0,0.0,0.0,0
47.0,3.0,2500.0,1.0,0.912834866,2.0,0.9999999,0.0,0.0,0.0,0
53.0,1.0,2500.0,0.0,0.304678129,10.0,0.049084534,2.0,0.0,0.0,0
48.0,1.0,7333.0,1.0,0.659258249,11.0,0.247469531,0.0,0.0,0.0,0
50.0,0.0,10531.0,3.0,0.595613369,11.0,0.391629986,0.0,0.0,0.0,0
57.0,0.0,8330.0,1.0,0.119073341,10.0,0.295051665,0.0,0.0,0.0,0
59.0,0.0,6666.0,1.0,0.19079046,8.0,0.221599432,0.0,0.0,0.0,0
41.0,1.0,3570.0,0.0,0.064967796,3.0,0.140434042,0.0,0.0,0.0,0
63.0,0.0,2916.0,0.0,0.155639356,8.0,1.01996152,2.0,0.0,1.0,0
47.0,0.0,6950.0,1.0,0.270608546,15.0,0.497996808,0.0,0.0,0.0,0
44.0,1.0,3861.0,1.0,0.344640083,7.0,0.911787579,0.0,0.0,0.0,0
60.0,0.0,5500.0,0.0,0.001817851,4.0,0.015415765,0.0,0.0,0.0,0
59.0,0.0,3100.0,0.0,0.114801677,4.0,0.200581252,0.0,0.0,0.0,0
55.0,2.0,8251.0,2.0,0.244062046,11.0,0.0276233,0.0,0.0,0.0,0
35.0,1.0,3500.0,2.0,0.990574122,8.0,0.678362343,0.0,0.0,0.0,1
33.0,2.0,4200.0,1.0,0.36753154,4.0,0.061618291,0.0,0.0,0.0,0
57.0,1.0,1650.0,0.0,0.293761357,3.0,0.9999999,0.0,0.0,0.0,1
53.0,3.0,4900.0,1.0,0.24770455,13.0,0.009656099,1.0,1.0,0.0,0
55.0,1.0,6125.0,3.0,0.825497878,14.0,0.0,0.0,0.0,0.0,0
42.0,4.0,4460.0,2.0,0.966375252,4.0,0.948864448,0.0,3.0,3.0,1
41.0,2.0,3128.0,0.0,0.042825184,0.0,0.9999999,0.0,0.0,3.0,1
55.0,0.0,575.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
45.0,1.0,5067.0,1.0,0.96507498,5.0,0.808226582,0.0,0.0,0.0,0
46.0,0.0,10000.0,3.0,0.421957804,11.0,0.270500713,0.0,0.0,0.0,0
55.0,0.0,11774.0,3.0,0.413673036,11.0,0.122408342,0.0,0.0,0.0,0
33.0,0.0,1732.0,0.0,0.266589729,2.0,0.9999999,1.0,0.0,0.0,1
47.0,0.0,8800.0,2.0,0.32950801,10.0,0.375094956,0.0,0.0,0.0,0
57.0,0.0,3500.0,0.0,0.33618966,5.0,0.113179054,0.0,0.0,0.0,0
72.0,0.0,5674.0,2.0,0.436123348,13.0,0.289410777,0.0,0.0,0.0,0
39.0,0.0,7000.0,0.0,0.010427082,4.0,0.1246441,0.0,1.0,0.0,0
52.0,0.0,1900.0,1.0,0.379274066,6.0,0.001404901,0.0,0.0,0.0,0
41.0,1.0,6000.0,2.0,0.449091818,11.0,0.676928671,1.0,0.0,0.0,1
32.0,1.0,4633.0,0.0,0.1046612,4.0,0.903006062,0.0,0.0,0.0,0
26.0,0.0,5047.0,0.0,0.080427892,1.0,0.9999999,2.0,0.0,2.0,1
29.0,0.0,2400.0,0.0,0.411078717,7.0,0.346738061,1.0,0.0,0.0,0
47.0,0.0,2348.0,1.0,0.361856109,11.0,0.021245307,0.0,0.0,0.0,0
59.0,1.0,3729.0,1.0,0.221447721,20.0,0.031538707,0.0,1.0,0.0,0
57.0,0.0,6190.0,2.0,0.30625101,17.0,0.100771434,0.0,0.0,0.0,0
65.0,0.0,8583.0,2.0,0.266309413,22.0,0.184951148,0.0,0.0,0.0,0
28.0,0.0,3916.0,0.0,0.29997447,5.0,0.153969206,0.0,0.0,0.0,0
84.0,0.0,5000.0,0.0,0.00519896,6.0,0.017759645,0.0,0.0,0.0,1
40.0,0.0,6250.0,3.0,0.312110062,11.0,0.023340284,2.0,0.0,0.0,0
51.0,0.0,6200.0,1.0,0.467505241,12.0,0.135232153,0.0,0.0,0.0,0
64.0,0.0,2875.0,1.0,0.275034771,10.0,0.012198709,0.0,0.0,0.0,0
40.0,2.0,11916.0,4.0,0.435764035,8.0,0.015617898,0.0,0.0,0.0,0
76.0,1.0,3858.0,0.0,0.015807204,5.0,0.038425214,0.0,0.0,0.0,0
31.0,0.0,1760.0,0.0,0.410562181,4.0,0.33848832,0.0,0.0,0.0,0
28.0,0.0,2410.0,0.0,0.04396516,3.0,0.066193381,0.0,0.0,0.0,0
41.0,1.0,7458.0,2.0,0.360370023,9.0,0.094165097,0.0,0.0,0.0,0
46.0,1.0,9400.0,3.0,0.395489842,12.0,0.20842108,2.0,0.0,0.0,1
31.0,2.0,2076.0,0.0,0.916225325,7.0,0.614877025,0.0,0.0,0.0,0
61.0,0.0,12000.0,2.0,0.353220565,12.0,0.945224251,0.0,0.0,0.0,0
72.0,0.0,0.0,1.0,5202.0,16.0,0.413113029,0.0,0.0,0.0,0
59.0,3.0,4583.0,2.0,0.230366492,5.0,0.07559748,0.0,0.0,0.0,0
41.0,0.0,7141.0,2.0,0.52408289,13.0,0.358502117,0.0,0.0,0.0,0
57.0,0.0,4500.0,0.0,0.021995112,11.0,0.022759631,0.0,0.0,0.0,0
62.0,0.0,5000.0,2.0,0.50609878,11.0,0.0,0.0,0.0,0.0,0
70.0,0.0,1507.0,0.0,0.373342175,14.0,0.206303173,0.0,0.0,0.0,0
59.0,0.0,7333.0,2.0,0.61098991,4.0,0.090751779,3.0,0.0,1.0,1
83.0,0.0,3678.0,0.0,0.004892634,5.0,0.023883697,0.0,0.0,0.0,0
36.0,0.0,2720.0,0.0,0.172730614,5.0,0.623792069,1.0,0.0,0.0,1
54.0,1.0,11830.0,2.0,0.213506889,20.0,0.048018744,0.0,0.0,0.0,0
42.0,0.0,5011.0,0.0,0.194333599,6.0,0.846388267,0.0,0.0,0.0,0
27.0,0.0,2300.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
47.0,0.0,4299.0,1.0,0.571162791,20.0,0.0,0.0,0.0,0.0,0
36.0,0.0,4999.0,1.0,0.3626,14.0,0.26804623,0.0,0.0,0.0,0
50.0,0.0,7700.0,0.0,0.024152707,6.0,0.337604622,0.0,0.0,0.0,0
72.0,0.0,12500.0,2.0,0.355011599,9.0,0.741576254,2.0,0.0,0.0,0
31.0,1.0,3100.0,0.0,0.106094808,6.0,0.019855725,0.0,0.0,0.0,0
54.0,2.0,10116.0,1.0,0.263615696,14.0,0.002451723,0.0,0.0,0.0,0
42.0,2.0,5250.0,2.0,0.433441249,5.0,0.0,0.0,0.0,0.0,0
26.0,0.0,1500.0,0.0,0.159227182,3.0,1.164029975,2.0,0.0,0.0,1
48.0,0.0,5200.0,0.0,0.249182849,10.0,0.46036445,0.0,0.0,0.0,1
39.0,2.0,12900.0,2.0,0.388264476,13.0,0.754983923,1.0,0.0,0.0,1
