product_id|battery_power|has_bluetooth|clock_speed|supports_dual_sim|front_camera_mp|supports_4G|storage_GB|depth_cm|weight|num_cores|primary_camera_mp|pixel_res_height|pixel_res_width|RAM|screen_height_cm|screen_width_cm|battery_talk_time|supports_3G|has_touch_screen|has_wifi|price_range
57919|1554.0|Yes|0.5|YES|11|No|5|1.0|124.0|3|12|395|1579|3635.0|7|4|18|No|NO|NO|very_high_cost
79217|1337.0|No|0.5|NO|13|No|31|0.8|186.0|2|20|48|644|2180.0|7|4|16|Yes|NO|YES|medium_cost
57636|1926.0|Yes|1.7|YES|1|Yes|33|0.4|172.0|3|2|982|1157|2488.0|6|1|14|Yes|NO|NO|high_cost
55070|869.0|No|1.3|YES|3|No|34|0.1|104.0|2|4|478|539|3864.0|13|3|11|Yes|NO|NO|very_high_cost
74964|1278.0|Yes|0.5|YES|1|No|54|0.1|104.0|8|16|581|750|1155.0|7|1|20|No|NO|YES|low_cost
53522|1773.0|Yes|2.5|NO|16|Yes|32|0.6|170.0|6|18|1215|1472|3566.0|17|6|13|Yes|NO|YES|very_high_cost
61204|1661.0|Yes|0.8|YES|1|Yes|6|1.0|109.0|7|2|594|1337|864.0|9|8|2|Yes|NO|YES|medium_cost
73648|1438.0|No|2.2|NO|0|Yes|32|0.6|176.0|7|6|683|1663|869.0|19|13|9|Yes|YES|YES|low_cost
64588|1661.0|Yes|1.4|NO|0|No|29|0.3|119.0|2|0|536|861|591.0|9|2|9|Yes|YES|YES|low_cost
73392|1846.0|Yes|0.6|NO|1|No|19|0.7|159.0|1|2|83|773|1333.0|15|6|11|No|YES|YES|medium_cost
50299|1260.0|Yes|2.0|YES|2|Yes|23|0.2|123.0|7|10|905|1313|2208.0|12|11|10|Yes|NO|YES|high_cost
57606|512.0|Yes|||7|No|15|0.9||3|15|249|1849|2610.0|18|14|15|No|||high_cost
74408|581.0|No|2.2|NO|0|No|59|0.7|185.0|5|6|803|1613|2819.0|19|17|9|No|NO|YES|high_cost
70876|1872.0|Yes|2.3|NO|6|No|44|0.7|134.0|3|15|459|1259|1955.0|9|4|15|Yes|NO|YES|high_cost
61391|687.0|Yes|1.3|NO|9|Yes|50|0.6|151.0|4|20|584|1151|3416.0|14|6|8|Yes|YES|NO|very_high_cost
71044|1062.0|Yes|2.5|YES|6|No|10|0.9|160.0|1|13|1596|1807|3803.0|7|3|16|No|NO|YES|very_high_cost
72228|1678.0|Yes|2.3|YES|11|No|7|0.5|192.0|1|14|418|1763|574.0|5|3|19|Yes|NO|NO|low_cost
71362|1417.0|Yes|0.5|NO|10|Yes|45|0.9|166.0|4|19|364|1029|2129.0|13|9|12|Yes|NO|YES|medium_cost
71266|1074.0|No|2.4|YES|2|Yes|9|0.9|103.0|6|14|946|952|1948.0|13|1|18|Yes|YES|YES|medium_cost
55115|1832.0|No|0.7|NO|2|No|2|0.6|90.0|7|6|186|654|2978.0|18|7|18|No|NO|NO|high_cost
51605|1039.0|No|1.3|NO|0|Yes|12|0.8|200.0|8|0|1428|1827|1619.0|7|1|10|Yes|YES|YES|medium_cost
64518|1059.0|No|2.4|NO|8|No|61|0.1|134.0|3|18|1613|1916|3716.0|15|13|11|Yes|YES|NO|very_high_cost
53568|1606.0|No|1.4|NO|3|No|57|0.1|154.0|4|4|1127|1924|3454.0|13|8|20|No|NO|YES|very_high_cost
79287|1928.0|Yes|1.8|NO|9|Yes|19|1.0|187.0|3|20|691|1580|3777.0|7|2|13|Yes|YES|YES|very_high_cost
68933|1875.0|Yes|0.5|YES|11|Yes|55|0.7|91.0|1|17|1802|1942|2712.0|7|2|6|Yes|NO|YES|very_high_cost
72669|1128.0|Yes|1.1|NO|9|Yes|46|0.9|135.0|8|10|751|1582|1434.0|5|0|11|Yes|NO|NO|medium_cost
50112|1748.0|No|1.7|YES|6|Yes|14|0.5|146.0|3|7|859|1234|3968.0|16|12|3|Yes|NO|YES|very_high_cost
72237|1413.0|No|0.5|YES|5|No|51|0.3|117.0|5|11|187|517|3383.0|16|5|2|No|NO|NO|very_high_cost
70211|825.0|No|0.5|YES|0|Yes|23|0.1|86.0|2|0|206|1917|3278.0|8|6|2|Yes|NO|YES|very_high_cost
78224|1589.0|Yes|1.4|NO|3|Yes|26|0.1|100.0|8|16|1673|1759|3970.0|16|8|18|Yes|NO|YES|very_high_cost
53609|535.0|Yes|0.5|YES|8|Yes|54|0.5|145.0|8|15|710|939|2674.0|14|8|10|Yes|NO|NO|high_cost
54091|1780.0|Yes|0.5|NO|6|No|27|0.1|190.0|4|11|1331|1463|2776.0|19|17|14|Yes|YES|YES|very_high_cost
51659|1671.0|No|0.6|YES|7|Yes|61|0.1|129.0|2|11|263|848|2336.0|10|4|7|Yes|NO|NO|high_cost
64182|1821.0|No||NO|9|Yes|12|0.3|114.0|1|18|97|1803|2430.0|7|4|6|Yes|YES|YES|high_cost
71329|1076.0|Yes||NO|3|Yes|38|0.7|119.0|6|8|129|915|891.0|18|3|9|Yes|YES|NO|low_cost
79043|532.0|Yes|0.8|YES|3|No|8|0.1|193.0|5|10|1213|1354|728.0|13|5|8|Yes|YES|NO|low_cost
53902|777.0|Yes|2.6|NO|3|No|30|0.9|148.0|5|17|189|1143|3886.0|14|10|7|Yes|NO|NO|very_high_cost
68273|1217.0|Yes|0.5|NO|3|No|17|0.5|182.0|4|13|628|632|1711.0|7|3|9|Yes|NO|YES|medium_cost
78821|1656.0|Yes|1.6|YES|0|No|16|1.0|117.0|7|2|320|899|2856.0|14|3|20|Yes|YES|YES|high_cost
68607|1185.0|No|1.9|NO|0|No|31|0.4|152.0|8|7|837|1642|2447.0|16|2|3|Yes|YES|YES|high_cost
68883|577.0|No|2.4|NO|8|Yes|37|0.9|161.0|6|20|1087|1450|814.0|11|7|19|Yes|YES|YES|low_cost
53316|737.0|Yes|2.4|YES|7|No|49|0.6|193.0|4|16|781|1463|2951.0|7|0|10|No|YES|NO|high_cost
50037|704.0|No|2.2|YES|4|No|53|0.2|186.0|6|6|251|1013|3653.0|7|1|15|Yes|YES|YES|high_cost
74170|525.0|Yes|0.5|YES|5|No|51|0.5|137.0|8|11|262|1587|1891.0|18|3|12|No|YES|NO|medium_cost
69890|504.0|Yes|0.5|YES|5|No|16|0.1|166.0|1|9|767|1665|701.0|17|15|15|Yes|NO|YES|low_cost
60313|793.0|No|1.2|YES|1|Yes|38|0.6|176.0|4|7|1226|1815|3139.0|6|1|12|Yes|YES|YES|very_high_cost
65703|569.0|No|0.6|YES|2|No|39|0.1|184.0|8|9|389|739|2811.0|7|6|7|Yes|NO|YES|medium_cost
57545|1590.0|No|1.9|YES|3|Yes|21|1.0|160.0|5|18|920|963|1701.0|11|4|4|Yes|NO|YES|medium_cost
73632|707.0|No||NO|0|Yes|16|0.1||2|0|1027|1508|1853.0|17|14|12|Yes|YES||medium_cost
71488|767.0|No|1.9|NO|16|Yes|19|0.2|185.0|6|17|271|1000|2445.0|6|1|6|Yes|YES|YES|medium_cost
74272|1350.0|Yes|0.5|YES|0|Yes|50|0.8|181.0|8|4|369|544|2287.0|15|1|8|Yes|YES|NO|medium_cost
53051|1117.0|Yes|0.6|YES|0|No|31|0.2|146.0|2|7|1258|1627|2003.0|8|7|14|No|YES|YES|high_cost
65791|641.0|Yes|1.1|NO|0|Yes|7|0.9|192.0|1|3|417|759|3595.0|7|5|19|Yes|YES|YES|high_cost
64246|1002.0|No|0.8|YES|0|Yes|35|0.5|83.0|2|4|1345|1416|1726.0|16|5|19|Yes|NO|YES|medium_cost
60412|1408.0|Yes|2.1|YES|10|No|45|0.9|89.0|5|14|613|1088|3952.0|8|6|3|No|NO|YES|very_high_cost
57101|1900.0|Yes|2.0|YES|1|No|41|0.5|190.0|8|6|912|1596|850.0|5|1|4|Yes|YES|YES|medium_cost
51859|726.0|No|2.9|NO|0|No|43|0.1|101.0|8|0|666|760|1446.0|17|2|8|Yes|YES|NO|low_cost
74931|1544.0|No|2.3|NO|12|Yes|45|0.1|113.0|8|20|236|857|1300.0|8|7|18|Yes|YES|NO|medium_cost
58892|1454.0|Yes||NO|6|Yes|21|0.2|160.0|4|10|186|1100|719.0|14|10|10|Yes|YES|YES|low_cost
76948|1230.0|Yes|2.2|YES|6|No|26|0.8|123.0|5|7|416|676|988.0|11|5|9|No|YES|YES|low_cost
66188|1552.0|No|1.2|NO|10|Yes|53|0.3|180.0|8|18|430|658|2606.0|13|6|12|Yes|NO|NO|high_cost
66823|1519.0|No|2.1|NO|0|No|32|0.7|200.0|1|10|168|1239|2912.0|11|10|15|Yes|YES|NO|high_cost
73241|723.0|Yes|1.9|NO|4|No|30|0.3|102.0|1|7|1467|1901|2339.0|19|9|17|No|YES|YES|high_cost
64217|1191.0|No|2.4|YES|2|No|13|0.9|169.0|1|7|179|1813|1028.0|14|6|8|Yes|YES|YES|low_cost
62344|1168.0|No|1.3|NO|9|No|61|0.1|90.0|8|10|159|1578|3173.0|9|4|17|No|NO|YES|very_high_cost
70042|1229.0|No|0.5|YES|15|No|14|0.8|191.0|2|16|120|1878|1667.0|17|6|17|No|NO|YES|medium_cost
58661|1758.0|Yes|0.5|NO|11|Yes|13|0.6|190.0|8|14|762|1864|1897.0|6|2|15|Yes|NO|NO|high_cost
74547|1290.0|No|0.5|NO|0|No|3|0.1|143.0|6|4|600|1109|1214.0|9|8|15|No|YES|YES|medium_cost
60427|574.0|No|2.8|YES|16|No|38|0.1|90.0|6|17|286|1171|3269.0|8|7|10|No|YES|NO|high_cost
76139|1271.0|Yes|0.5|NO|12|No|32|0.1|113.0|7|15|1350|1949|445.0|15|14|14|No|NO|YES|low_cost
69893|1170.0|Yes|1.2|NO|4|No|30|0.4|83.0|8|15|27|1722|1073.0|6|4|8|Yes|YES|NO|low_cost
62601|1269.0|Yes|1.3|NO|14|No|52|0.8|118.0|2|15|1597|1920|665.0|18|5|5|No|NO|NO|medium_cost
71901|1288.0|No|2.8|YES|15|No|50|0.1|121.0|2|20|1177|1809|3129.0|17|6|2|No|NO|NO|very_high_cost
56824|1366.0|Yes|0.7|YES|0|Yes|34|0.1|150.0|2|9|402|964|3501.0|13|11|3|Yes|NO|NO|very_high_cost
56172|1572.0|Yes|0.8|YES|7|Yes|8|0.8|169.0|5|8|577|1237|3461.0|6|3|10|Yes|YES|YES|very_high_cost
70917|1627.0|No|0.9|YES|9|Yes|32|0.1|180.0|6|16|52|1082|3206.0|12|6|16|Yes|YES|NO|very_high_cost
59551||Yes|||13|Yes|46|0.9||2|15|364|828||11|0|10|Yes|||very_high_cost
57868|1900.0|Yes|0.5|YES|0|Yes|55|0.9|171.0|1|1|934|1241|3917.0|15|5|18|Yes|NO|YES|very_high_cost
55307|1974.0|No|1.0|NO|4|No|24|0.3|80.0|7|13|250|545|861.0|7|4|6|Yes|NO|YES|low_cost
62793|1197.0|Yes|0.5|YES|9|No|20|0.1|129.0|5|10|214|1710|2885.0|19|7|14|Yes|YES|YES|high_cost
52143|587.0|Yes|2.3|YES|4|No|6|0.7|170.0|1|16|612|1793|2777.0|9|2|14|Yes|YES|NO|high_cost
56831|934.0|No|1.1|NO|7|No|24|0.8|112.0|5|12|1111|1463|1017.0|12|7|9|No|NO|YES|low_cost
52205|1195.0|No|2.0|YES|1|Yes|23|0.1|82.0|4|9|163|1100|980.0|13|9|17|Yes|NO|NO|low_cost
73065|1853.0|Yes|1.0|NO|2|No|23|0.4|92.0|1|15|202|1951|2775.0|14|4|17|Yes|NO|NO|very_high_cost
53765|1164.0|No|1.0|NO|4|Yes|19|0.9|95.0|8|18|729|1704|3309.0|15|3|3|Yes|NO|YES|very_high_cost
57007|1512.0|Yes|0.5|NO|8|Yes|18|0.1|88.0|3|17|1079|1897|3607.0|12|10|6|Yes|YES|YES|very_high_cost
50520|1232.0|No|2.9|YES|1|Yes|24|0.3|169.0|5|17|361|809|1257.0|16|10|16|Yes|NO|NO|low_cost
75019|1813.0|Yes||YES|0|Yes|5|0.2|198.0|3|8|338|1306|759.0|9|3|14|Yes|YES|NO|low_cost
72162|||||17|No|5|0.1||3|20|1698|1771||15|7|4|No|||very_high_cost
55408|739.0|Yes|||2|Yes|58|0.1||3|4|1052|1536|475.0|7|6|6|Yes|||low_cost
74573|704.0|Yes|2.7|NO|8|Yes|29|0.2|80.0|1|10|1108|1509|1122.0|9|3|10|Yes|YES|YES|low_cost
74789|1663.0|Yes|0.5|NO|0|No|40|0.6|147.0|4|15|951|1545|1336.0|8|5|15|Yes|NO|NO|medium_cost
51732|1966.0|Yes|1.4|YES|2|No|40|0.9|185.0|8|18|1197|1987|1185.0|11|2|20|No|YES|NO|high_cost
77465|1219.0|No|1.0|YES|0|No|17|0.7|196.0|5|4|473|1022|705.0|11|3|6|No|YES|YES|low_cost
55951|612.0|Yes|0.7|NO|6|No|35|0.6|181.0|5|12|1294|1337|3169.0|14|9|6|No|NO|NO|high_cost
60215|1658.0|Yes|1.4|NO|0|Yes|39|0.7|182.0|1|5|410|522|3483.0|10|1|15|Yes|NO|YES|very_high_cost
51995|1263.0|No|0.5|NO|12|No|64|0.3|175.0|5|18|178|1883|1183.0|14|3|17|No|NO|YES|medium_cost
72792|1395.0|Yes|2.8|NO|0|Yes|55|0.6|118.0|3|1|782|1787|3373.0|11|2|16|Yes|YES|NO|very_high_cost
58931|621.0|Yes|2.7|YES|0|No|54|0.1|151.0|4|20|434|910|2801.0|6|1|5|Yes|YES|YES|high_cost
56679|652.0|No|0.5|YES|1|No|58|0.6|142.0|3|2|464|781|565.0|18|12|9|No|NO|YES|low_cost
65568|1175.0|No|0.6|NO|10|No|25|0.1|145.0|2|12|137|1501|3153.0|9|4|12|Yes|NO|NO|high_cost
69692|561.0|Yes|1.0|NO|0|No|11|0.1|163.0|8|10|492|1176|3421.0|16|2|5|Yes|YES|YES|high_cost
53829|1137.0|No|2.2|NO|6|Yes|3|0.9|173.0|5|7|1250|1285|316.0|15|14|17|Yes|NO|NO|low_cost
74941|1835.0|Yes|2.3|NO|4|Yes|11|0.1|193.0|7|13|385|583|448.0|18|17|14|Yes|NO|NO|low_cost
66328|1170.0|No|2.9|YES|2|No|40|0.4|169.0|6|5|427|684|2366.0|16|8|2|Yes|YES|YES|medium_cost
64041|1595.0|Yes|0.8|YES|0|Yes|44|0.7|85.0|4|20|1024|1838|3881.0|14|10|9|Yes|NO|YES|very_high_cost
53538|1719.0|Yes|2.0|NO|0|No|12|0.3|122.0|8|7|240|904|462.0|6|3|5|No|NO|NO|low_cost
69648|1770.0|No|2.3|YES|0|No|7|0.8|128.0|7|6|886|1552|1480.0|6|1|17|Yes|NO|NO|medium_cost
63803|1312.0|No|0.5|YES|0|Yes|28|0.8|163.0|2|0|1233|1854|1087.0|17|16|14|Yes|NO|NO|medium_cost
67036|1878.0|No|1.5|YES|5|Yes|56|0.3|139.0|5|13|183|559|2711.0|8|2|3|Yes|YES|YES|high_cost
60439|1871.0|Yes|2.0|NO|7|Yes|20|0.1|81.0|7|14|88|1682|2144.0|13|12|12|Yes|YES|YES|high_cost
78592|922.0|No|1.5|YES|1|Yes|35|0.9|188.0|7|15|1016|1383|1165.0|19|6|4|Yes|YES|YES|low_cost
62827|1975.0|Yes|1.5|NO|6|Yes|16|0.9|128.0|8|11|80|655|2998.0|5|4|13|Yes|YES|NO|high_cost
79438|1212.0|No|2.6|NO|1|Yes|46|0.3|102.0|4|8|611|1715|2249.0|14|3|4|Yes|YES|YES|high_cost
77306|1430.0|Yes|0.9|NO|3|No|56|0.1|179.0|3|5|569|906|752.0|17|8|17|No|NO|YES|low_cost
51881|1958.0|Yes||YES|0|No|4|0.2||2|3|304|637|1409.0|16|5|3|No|NO||medium_cost
57224|1836.0|Yes|2.1|YES|0|Yes|30|0.2|184.0|7|15|276|1230|3072.0|7|3|5|Yes|YES|NO|very_high_cost
72722|557.0|Yes|1.6|NO|0|No|24|0.5|125.0|3|0|1131|1315|1305.0|12|8|3|Yes|NO|YES|low_cost
62119|539.0|Yes|0.6|YES|9|No|21|0.1|145.0|7|14|551|599|3597.0|14|5|9|No|NO|NO|high_cost
66162|880.0|No|0.5|YES|1|No|44|0.5|172.0|8|15|436|1302|3132.0|8|7|6|No|YES|YES|high_cost
67348|1369.0|Yes|1.8|YES|6|No|34|0.5|162.0|1|7|553|727|3856.0|18|4|18|No|YES|YES|very_high_cost
67875|1109.0|Yes||YES|1|No|39|0.4|98.0|1|9|1391|1787|1524.0|15|10|7|Yes|YES|YES|medium_cost
65486|843.0|No|1.8|YES|0|No|16|0.1|166.0|5|6|981|1096|3673.0|12|1|20|Yes|NO|YES|very_high_cost
52246|598.0|No|2.3|YES|7|No|21|0.7|196.0|2|10|680|1173|3293.0|8|4|7|Yes|NO|YES|high_cost
63924|972.0|Yes||YES|1|No|5|1.0||4|2|687|816|3035.0|12|7|19|Yes|NO||high_cost
66297|1944.0|Yes|0.5|NO|5|Yes|36|0.1|197.0|6|18|1060|1970|584.0|17|14|13|Yes|YES|NO|medium_cost
51302|1225.0|No|0.7|YES|0|Yes|2|0.6|138.0|7|1|217|1101|2675.0|12|11|15|Yes|YES|NO|high_cost
77080|644.0|Yes|1.3|YES|7|Yes|30|0.5|114.0|1|16|1140|1654|2382.0|9|0|19|Yes|NO|YES|high_cost
55709|1919.0|No|1.5|NO|5|Yes|48|0.8|150.0|4|6|304|1191|1391.0|19|13|12|Yes|NO|YES|medium_cost
61757|501.0|No|2.3|NO|12|Yes|54|0.3|131.0|4|19|504|1089|2346.0|13|12|2|Yes|NO|YES|medium_cost
68958|1620.0|Yes|2.2|YES|0|Yes|30|0.2|185.0|3|3|832|1033|606.0|6|0|18|Yes|NO|NO|low_cost
54704|1227.0|Yes|1.1|YES|0|No|34|0.2|130.0|3|3|935|1781|1324.0|7|3|12|No|YES|YES|medium_cost
76075||Yes|||1|Yes|58|0.5||6|3|446|901||16|8|4|Yes|||low_cost
65790|1914.0|No|0.7|NO|1|No|35|0.6|118.0|8|2|942|1701|643.0|17|1|8|Yes|NO|YES|medium_cost
68242|1645.0|Yes|1.8|NO|1|No|21|0.7|123.0|7|2|897|1308|783.0|10|8|20|Yes|NO|NO|low_cost
54739|1063.0|Yes|1.1|NO|0|Yes|26|0.8|101.0|5|2|1208|1232|3809.0|17|16|5|Yes|NO|YES|very_high_cost
70448|946.0|No|2.1|NO|0|Yes|19|0.2|154.0|8|0|159|630|2104.0|7|4|16|Yes|YES|NO|medium_cost
70121|1231.0|No|1.2|YES|5|No|54|0.8|185.0|3|10|632|1184|1762.0|5|3|6|Yes|YES|NO|medium_cost
60608|1397.0|No|2.9|YES|13|No|9|0.5|87.0|6|18|1308|1991|3137.0|12|1|11|Yes|YES|YES|very_high_cost
63954|701.0|Yes|0.7|NO|7|No|15|0.5|160.0|3|11|1002|1256|1756.0|6|3|17|Yes|YES|YES|medium_cost
56681|570.0|Yes|0.5|YES|2|No|9|0.3|111.0|7|5|1331|1917|3663.0|14|10|14|No|NO|NO|very_high_cost
56700|1993.0|Yes|0.5|NO|10|Yes|27|0.3|147.0|8|11|150|510|2437.0|14|0|9|Yes|NO|NO|high_cost
70804|955.0|No|0.5|YES|4|No|43|0.9|143.0|5|8|1248|1511|1432.0|12|9|9|Yes|YES|YES|medium_cost
62362|924.0|No|0.5|YES|0|Yes|47|0.3|167.0|8|6|108|1813|1620.0|17|15|12|Yes|NO|NO|medium_cost
71933|600.0|No|0.5|NO|0|No|14|0.8|112.0|5|2|320|747|1655.0|18|0|9|No|NO|NO|low_cost
50725|518.0|No|0.8|YES|0|No|3|0.1|178.0|7|1|437|1947|2832.0|5|0|8|Yes|NO|YES|high_cost
55619|1063.0|Yes|2.5|NO|0|Yes|31|0.9|95.0|6|10|295|935|961.0|16|6|5|Yes|YES|NO|low_cost
59053|920.0|Yes|0.5|NO|2|No|46|0.8|149.0|3|3|1058|1421|2608.0|6|0|2|No|NO|YES|high_cost
78417|1715.0|No|1.9|NO|4|Yes|3|0.1|171.0|5|6|79|1652|514.0|7|4|13|Yes|NO|NO|low_cost
56794|1841.0|Yes|1.3|YES|6|No|14|0.6|167.0|8|8|593|672|2304.0|7|1|18|No|NO|YES|high_cost
75517|543.0|Yes|0.5|YES|4|Yes|60|0.7|132.0|5|7|693|1031|933.0|14|0|5|Yes|YES|NO|low_cost
66697|1762.0|Yes|2.7|YES|13|Yes|25|0.9|189.0|1|14|300|527|1896.0|14|10|20|Yes|YES|YES|medium_cost
50508|1112.0|Yes|0.5|YES|1|No|53|0.6|121.0|4|16|234|739|3655.0|7|3|20|Yes|YES|NO|very_high_cost
51066|709.0|Yes|2.0|YES|0|No|35|0.1|136.0|1|0|1545|1596|1973.0|12|9|16|No|YES|YES|medium_cost
50638|1315.0|Yes|2.6|NO|7|No|64|0.8|128.0|7|16|59|575|3278.0|6|3|13|No|NO|NO|high_cost
52019|1762.0|Yes||NO|10|Yes|15|0.3||8|11|1103|1364|2183.0|8|3|11|Yes|YES||high_cost
50630|1462.0|Yes|1.7|YES|1|No|25|0.2|182.0|7|18|91|1478|824.0|15|5|13|Yes|NO|YES|low_cost
63818|571.0|No|1.6|YES|8|No|35|0.2|186.0|7|20|177|1282|2598.0|13|5|8|Yes|YES|NO|medium_cost
73828|666.0|Yes||YES|7|Yes|54|0.4|81.0|3|13|58|1353|1254.0|15|9|9|Yes|YES|YES|low_cost
61139|1994.0|No|1.5|YES|2|Yes|7|0.5|146.0|8|7|447|1435|3622.0|7|0|20|Yes|NO|YES|very_high_cost
53019|1583.0|Yes|2.1|YES|11|No|14|0.7|148.0|7|16|942|1651|1704.0|17|13|2|Yes|NO|YES|high_cost
51410|1778.0|No|1.4|YES|3|Yes|45|1.0|132.0|4|17|88|516|1624.0|15|13|9|Yes|YES|NO|medium_cost
59257|1926.0|Yes|1.1|NO|13|Yes|50|0.2|179.0|6|17|371|1000|3809.0|17|12|17|Yes|YES|NO|very_high_cost
75282|966.0|Yes|0.6|NO|9|Yes|50|0.2|117.0|4|10|1446|1754|2574.0|10|1|5|Yes|NO|YES|high_cost
57911|568.0|No|2.0|NO|1|No|36|0.3|179.0|3|4|181|1703|950.0|17|9|9|Yes|NO|NO|low_cost
60824|1897.0|No|3.0|NO|1|Yes|21|0.5|192.0|8|2|1311|1935|273.0|17|6|3|Yes|YES|YES|low_cost
57481|1695.0|No|0.5|YES|6|Yes|46|0.7|200.0|3|9|1791|1898|446.0|16|13|15|Yes|YES|YES|medium_cost
66541|1623.0|Yes|1.2|NO|6|Yes|61|0.9|120.0|7|12|1568|1832|1510.0|12|10|17|Yes|YES|NO|high_cost
52054|914.0|Yes|0.5|NO|0|Yes|26|0.7|147.0|4|0|706|721|1122.0|12|9|2|Yes|YES|YES|low_cost
73911|1721.0|Yes|0.5|YES|4|Yes|33|0.5|128.0|4|5|871|1048|707.0|19|2|5|Yes|YES|YES|low_cost
63200|890.0|Yes|2.2|YES|4|No|44|0.5|198.0|8|13|1074|1873|751.0|7|3|3|No|NO|NO|low_cost
56063|600.0|No|0.5|NO|1|No|48|0.8|191.0|3|7|501|1465|3393.0|12|7|8|Yes|NO|NO|high_cost
68481|1677.0|No|1.8|YES|4|No|11|0.7|124.0|6|8|271|1477|3771.0|15|6|12|Yes|NO|NO|very_high_cost
68244|723.0|No|0.5|NO|0|Yes|3|0.2|168.0|4|3|920|1748|1851.0|15|3|16|Yes|NO|NO|medium_cost
64523|638.0|No||YES|11|No|27|0.5|102.0|4|17|1171|1383|2735.0|7|2|9|Yes|YES|NO|high_cost
58529|852.0|No|1.0|YES|4|Yes|62|0.7|104.0|7|13|293|1159|2253.0|17|4|7|Yes|YES|NO|medium_cost
63095|1979.0|Yes|1.6|YES|0|No|32|0.2|165.0|7|1|833|1630|452.0|13|6|14|No|YES|NO|low_cost
52427|710.0|Yes|0.5|NO|6|No|32|0.8|151.0|5|9|485|857|1419.0|12|11|18|No|YES|NO|low_cost
61323||No|||2|Yes|45|0.3||3|4|182|1293||15|1|7|Yes|||low_cost
69378|600.0|No|2.5|YES|8|Yes|22|0.1|145.0|1|11|207|1162|3441.0|19|1|5|Yes|NO|NO|high_cost
73119|1027.0|No|0.5|NO|2|Yes|64|0.9|103.0|2|7|1698|1747|3786.0|17|12|12|Yes|NO|NO|very_high_cost
67001|1260.0|No|0.6|NO|5|Yes|13|1.0|106.0|6|6|165|736|2710.0|13|1|8|Yes|YES|NO|high_cost
62075|1793.0|No|||10|No|12|0.5||6|17|1086|1418|3533.0|16|14|15|Yes|||very_high_cost
50103|675.0|No||NO|10|No|60|0.9|144.0|5|15|192|757|1735.0|7|0|13|Yes|NO|YES|low_cost
68553|658.0|Yes|2.7|NO|0|Yes|12|0.9|103.0|7|3|1156|1750|3587.0|14|11|20|Yes|NO|NO|very_high_cost
64243|1694.0|Yes|0.6|NO|0|Yes|34|0.3|102.0|7|7|377|549|2298.0|17|5|2|Yes|YES|NO|high_cost
52602|804.0|Yes|0.8|YES|12|Yes|41|0.9|89.0|1|13|709|818|2027.0|11|5|11|Yes|NO|NO|medium_cost
59562|1713.0|No|2.5|YES|1|No|27|0.9|127.0|7|3|729|974|2406.0|13|10|20|Yes|NO|YES|high_cost
67039|706.0|No|0.5|NO|13|Yes|31|0.1|108.0|3|19|543|938|2419.0|8|7|4|Yes|NO|YES|medium_cost
79131|1362.0|No|0.5|NO|3|No|25|0.8|131.0|7|9|553|1505|995.0|7|6|18|No|YES|YES|low_cost
55096|1527.0|No|2.7|NO|10|Yes|60|0.1|154.0|5|14|526|1116|2078.0|5|3|11|Yes|YES|YES|high_cost
65226|768.0|No|0.5|YES|0|No|19|0.9|159.0|2|1|637|991|1145.0|19|1|7|No|NO|YES|low_cost
77493|1314.0|No|2.9|YES|8|Yes|41|0.1|155.0|4|12|113|577|626.0|10|4|4|Yes|YES|YES|low_cost
69744|705.0|Yes|0.5|NO|5|Yes|57|0.9|155.0|6|9|1114|1374|1509.0|15|11|18|Yes|YES|YES|medium_cost
70425|1403.0|No|2.7|NO|2|Yes|26|0.1|164.0|5|3|461|1251|3371.0|13|9|9|Yes|NO|YES|very_high_cost
63242|1486.0|No|2.6|NO|7|No|52|0.1|85.0|4|15|1430|1747|297.0|13|1|15|No|YES|NO|low_cost
74001|781.0|No|1.1|NO|2|No|38|0.4|198.0|5|7|304|1674|3508.0|13|8|5|No|NO|YES|very_high_cost
68704|986.0|Yes|1.5|NO|1|Yes|23|0.8|183.0|8|3|471|800|2385.0|16|9|19|Yes|NO|NO|medium_cost
50547|1310.0|No|1.4|NO|0|No|33|0.4|105.0|1|14|806|1016|1301.0|13|12|19|No|NO|YES|medium_cost
63142|560.0|Yes|2.0|YES|6|Yes|57|0.3|81.0|3|12|80|1327|2167.0|11|10|7|Yes|NO|YES|medium_cost
57974|1348.0|No|1.3|NO|0|No|43|0.4|116.0|5|6|204|501|3914.0|10|3|8|Yes|NO|YES|very_high_cost
68510|1567.0|No|0.5|YES|3|No|22|0.5|119.0|6|6|545|1621|2312.0|9|1|18|Yes|NO|NO|high_cost
57437|1940.0|Yes|0.9|YES|4|No|17|0.7|93.0|5|7|112|858|2297.0|14|6|8|No|YES|NO|high_cost
62620|1979.0|Yes|2.9|YES|0|Yes|19|1.0|176.0|3|9|1331|1532|411.0|8|2|2|Yes|YES|YES|low_cost
77569|561.0|Yes|2.1|YES|7|Yes|2|0.1|193.0|3|13|1055|1294|665.0|10|0|4|Yes|YES|NO|low_cost
57847|1717.0|Yes|1.3|NO|1|No|62|0.7|130.0|1|3|609|810|3226.0|6|4|5|No|YES|NO|very_high_cost
75627|535.0|No|1.5|NO|1|Yes|48|0.7|113.0|1|4|290|811|740.0|11|10|18|Yes|YES|NO|low_cost
51952|1413.0|No|0.5|YES|4|Yes|39|0.1|185.0|5|12|1039|1318|3878.0|19|16|4|Yes|NO|NO|very_high_cost
