CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
720344658,Existing Customer,38,M,2,1.0,Married,2.0,0.0,23,4,1,1,18226.0,1847,16379.0,0.845,1681,43,0.87,0.101
708798483,Attrited Customer,37,F,3,0.0,Single,0.0,0.0,24,2,3,2,2054.0,0,2054.0,0.87,2567,43,0.593,0.0
710769258,Existing Customer,40,F,2,1.0,Single,0.0,0.0,27,4,2,3,4438.0,1513,2925.0,0.807,3895,75,0.829,0.341
818699208,Attrited Customer,47,F,4,2.0,Married,0.0,0.0,42,4,4,4,6451.0,0,6451.0,0.706,2400,43,0.433,0.0
813814008,Existing Customer,53,F,1,0.0,Married,0.0,0.0,48,6,3,2,2324.0,1576,748.0,0.728,1272,37,1.312,0.678
716437533,Existing Customer,51,M,2,1.0,Single,2.0,0.0,43,5,3,3,11862.0,0,11862.0,0.52,4101,88,0.66,0.0
789492558,Existing Customer,49,F,2,1.0,Married,0.0,0.0,40,1,2,1,2096.0,1276,820.0,0.6,4926,82,0.745,0.609
713907633,Existing Customer,43,M,3,1.0,Single,1.0,0.0,36,2,1,2,5397.0,1265,4132.0,0.676,7791,84,0.615,0.234
779342958,Existing Customer,26,F,0,1.0,Married,1.0,0.0,13,2,3,3,2010.0,1070,940.0,0.906,3625,85,0.635,0.532
712872183,Existing Customer,35,F,4,0.0,Single,0.0,0.0,24,4,2,2,3271.0,1367,1904.0,0.704,2464,92,1.0,0.418
717371583,Attrited Customer,56,F,2,0.0,Single,0.0,0.0,36,1,3,5,1883.0,400,1483.0,0.528,1954,45,0.5,0.212
798558783,Existing Customer,47,M,3,1.0,Married,0.0,0.0,41,6,1,4,5833.0,1747,4086.0,0.551,3732,75,0.531,0.3
718632933,Existing Customer,58,F,1,1.0,Single,0.0,0.0,46,1,5,1,1552.0,0,1552.0,0.762,4731,71,0.651,0.0
708911508,Existing Customer,50,F,2,0.0,Married,0.0,0.0,39,3,3,2,2046.0,0,2046.0,0.936,3446,71,0.578,0.0
720046458,Existing Customer,50,F,0,0.0,Single,0.0,0.0,43,6,4,2,2670.0,1944,726.0,0.628,4491,65,0.667,0.728
819688458,Attrited Customer,44,F,5,1.0,Divorced,0.0,0.0,39,6,3,2,1545.0,0,1545.0,0.749,2646,39,0.444,0.0
751487358,Existing Customer,39,F,3,1.0,Married,0.0,0.0,32,5,6,3,3221.0,0,3221.0,0.678,1765,40,0.6,0.0
751422258,Existing Customer,45,F,4,1.0,Married,0.0,0.0,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0
789326808,Existing Customer,26,M,0,1.0,Single,1.0,0.0,15,5,1,2,8267.0,1720,6547.0,0.633,1917,37,0.48,0.208
715379133,Existing Customer,51,F,1,1.0,Single,0.0,0.0,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.333,0.659
709813008,Existing Customer,44,F,3,0.0,Divorced,0.0,0.0,35,5,3,0,3398.0,2415,983.0,0.891,4509,93,0.661,0.711
779548008,Existing Customer,50,M,2,1.0,Single,2.0,1.0,35,1,2,3,34516.0,0,34516.0,0.742,7745,83,0.729,0.0
713126733,Existing Customer,56,M,3,1.0,Married,3.0,0.0,43,6,2,2,17539.0,2517,15022.0,0.743,1220,30,0.765,0.144
710080383,Existing Customer,38,F,2,1.0,Single,1.0,0.0,36,6,2,3,2331.0,1709,622.0,0.851,4417,69,0.816,0.733
721144383,Existing Customer,42,M,4,1.0,Married,1.0,1.0,28,5,1,2,28202.0,843,27359.0,0.637,1629,38,0.727,0.03
712571883,Existing Customer,40,M,3,1.0,Divorced,0.0,1.0,36,1,3,2,11409.0,1658,9751.0,0.989,4677,58,0.706,0.145
711649908,Existing Customer,33,F,3,1.0,Married,0.0,0.0,15,5,3,2,1438.3,1055,383.3,0.901,4208,67,0.675,0.734
719206308,Existing Customer,32,M,1,0.0,Married,1.0,0.0,24,4,2,2,4116.0,1223,2893.0,0.73,1657,38,0.52,0.297
712714008,Existing Customer,39,F,4,0.0,Married,1.0,0.0,28,2,3,2,2725.0,2302,423.0,0.876,4714,81,0.8,0.845
772220433,Existing Customer,44,M,3,1.0,Divorced,1.0,0.0,33,6,3,2,15468.0,1187,14281.0,0.93,4484,81,0.841,0.077
714267858,Existing Customer,44,F,2,0.0,Single,0.0,0.0,37,6,2,1,4559.0,1680,2879.0,0.628,4934,76,0.949,0.369
788805858,Existing Customer,49,M,3,1.0,Divorced,1.0,0.0,31,2,3,1,2181.0,1218,963.0,0.758,4997,89,0.712,0.558
716406483,Existing Customer,30,M,0,0.0,Single,1.0,0.0,20,1,3,3,23760.0,1349,22411.0,0.961,13124,103,0.746,0.057
716022258,Attrited Customer,51,F,3,1.0,Single,0.0,0.0,36,3,3,3,8960.0,2222,6738.0,0.382,1853,40,0.333,0.248
713708358,Existing Customer,33,F,3,0.0,Single,1.0,1.0,36,2,3,3,19594.0,971,18623.0,0.761,12429,111,0.542,0.05
712091433,Existing Customer,58,M,4,0.0,Single,1.0,1.0,50,5,2,3,18431.0,902,17529.0,1.296,2950,61,0.848,0.049
771075258,Existing Customer,55,M,2,1.0,Single,3.0,1.0,42,2,3,2,34516.0,1527,32989.0,0.526,1268,42,0.355,0.044
778282758,Existing Customer,55,M,2,1.0,Divorced,3.0,0.0,45,6,2,1,26729.0,1052,25677.0,1.034,4140,69,0.816,0.039
774675933,Existing Customer,40,M,3,1.0,Divorced,2.0,1.0,34,2,1,3,34516.0,2052,32464.0,0.477,3510,62,0.476,0.059
721338783,Existing Customer,49,F,4,0.0,Married,0.0,0.0,36,3,2,3,13483.0,2517,10966.0,0.733,3427,72,0.6,0.187
713947908,Existing Customer,33,M,2,0.0,Married,2.0,0.0,23,6,2,2,1630.0,0,1630.0,0.605,4426,91,0.784,0.0
756944133,Existing Customer,52,F,4,1.0,Married,0.0,0.0,45,1,1,3,3705.0,2168,1537.0,0.662,4452,89,0.894,0.585
712996833,Existing Customer,40,F,1,0.0,Married,0.0,0.0,33,4,2,2,2392.0,1129,1263.0,0.695,4309,86,0.72,0.472
715047333,Existing Customer,57,F,1,0.0,Married,0.0,0.0,36,5,2,3,1734.0,980,754.0,0.639,4313,92,0.917,0.565
795218883,Existing Customer,47,M,3,0.0,Married,1.0,0.0,41,2,3,3,4207.0,1556,2651.0,0.658,15312,122,0.718,0.37
819189108,Existing Customer,63,M,0,1.0,Single,2.0,0.0,56,6,2,2,9033.0,0,9033.0,0.78,4456,85,0.635,0.0
718296558,Attrited Customer,44,F,4,0.0,Married,1.0,0.0,31,4,3,5,1691.0,1327,364.0,0.774,2345,33,0.435,0.785
711447783,Existing Customer,53,F,2,1.0,Single,0.0,0.0,38,4,2,3,2375.0,1353,1022.0,0.804,5000,76,0.617,0.57
712327608,Attrited Customer,54,F,0,2.0,Single,0.0,0.0,36,4,3,2,2708.0,0,2708.0,0.673,2321,45,0.552,0.0
810321933,Existing Customer,35,M,3,0.0,Divorced,2.0,0.0,30,5,3,3,11229.0,1054,10175.0,0.552,1898,36,1.571,0.094
815772333,Existing Customer,48,F,2,0.0,Single,0.0,0.0,43,6,3,3,1438.3,0,1438.3,0.816,4059,89,0.816,0.0
712853358,Attrited Customer,39,F,3,0.0,Single,0.0,0.0,36,2,3,2,1817.0,0,1817.0,0.583,2216,44,0.833,0.0
800758233,Attrited Customer,30,M,0,1.0,Single,1.0,0.0,24,6,2,2,4109.0,0,4109.0,0.949,8642,77,0.481,0.0
719686458,Existing Customer,37,M,3,1.0,Married,1.0,0.0,36,6,4,1,3908.0,1629,2279.0,0.775,1903,30,0.5,0.417
778428108,Existing Customer,36,F,1,1.0,Single,0.0,0.0,16,6,5,3,6091.0,1184,4907.0,0.766,17437,113,0.766,0.194
708402333,Existing Customer,48,F,2,2.0,Divorced,0.0,0.0,37,6,2,0,4549.0,1313,3236.0,0.777,4782,88,0.66,0.289
824816358,Existing Customer,36,F,1,0.0,Single,0.0,0.0,32,2,3,2,3277.0,0,3277.0,0.84,14252,127,0.649,0.0
772585008,Existing Customer,48,F,4,0.0,Married,0.0,0.0,38,2,3,1,3187.0,1937,1250.0,0.77,5111,90,0.667,0.608
770952933,Existing Customer,53,F,1,0.0,Married,0.0,0.0,40,4,2,4,2383.0,1938,445.0,0.597,1616,37,0.682,0.813
775267158,Existing Customer,43,F,3,1.0,Married,1.0,0.0,37,2,1,3,2476.0,1396,1080.0,0.838,8785,111,0.609,0.564
804424383,Existing Customer,63,M,1,0.0,Married,1.0,0.0,56,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099
720096558,Existing Customer,55,F,2,1.0,Married,0.0,0.0,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467
716464533,Existing Customer,32,F,1,1.0,Married,0.0,0.0,36,4,3,3,9550.0,2517,7033.0,0.713,13783,116,0.841,0.264
721519908,Existing Customer,29,F,1,0.0,Single,0.0,0.0,36,1,2,1,3640.0,1419,2221.0,0.749,13306,99,0.678,0.39
827890758,Existing Customer,39,F,1,0.0,Single,0.0,0.0,35,5,3,0,2062.0,1302,760.0,0.631,3785,63,0.75,0.631
819002508,Existing Customer,31,M,1,0.0,Single,1.0,0.0,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.641,0.0
713208033,Existing Customer,43,F,3,0.0,Married,0.0,0.0,36,2,3,0,7350.0,1360,5990.0,0.744,7679,64,0.684,0.185
716037708,Existing Customer,50,M,0,0.0,Divorced,1.0,0.0,39,6,3,3,9474.0,1021,8453.0,0.557,3240,54,0.588,0.108
715596783,Existing Customer,29,F,1,0.0,Married,0.0,0.0,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.714,0.605
788846508,Existing Customer,48,F,4,0.0,Married,1.0,0.0,32,6,1,3,2690.0,1903,787.0,0.824,4567,81,0.8,0.707
719810583,Existing Customer,64,M,0,0.0,Married,0.0,0.0,54,4,3,2,2140.0,1361,779.0,0.46,1280,34,1.0,0.636
712410858,Existing Customer,50,F,4,0.0,Married,0.0,0.0,40,4,1,3,2315.0,1336,979.0,0.771,4143,65,0.667,0.577
716249508,Existing Customer,48,F,5,0.0,Married,1.0,0.0,36,3,2,1,1610.0,0,1610.0,0.424,4243,85,0.848,0.0
713700258,Existing Customer,55,F,1,2.0,Married,0.0,0.0,42,1,3,3,2953.0,1896,1057.0,0.81,4644,79,0.612,0.642
712160058,Attrited Customer,59,F,2,0.0,Married,0.0,0.0,51,5,5,4,1438.3,0,1438.3,0.656,2146,44,0.63,0.0
803342358,Existing Customer,55,M,3,1.0,Married,1.0,0.0,49,3,1,4,5668.0,2517,3151.0,0.704,3382,56,0.931,0.444
717499083,Existing Customer,35,M,0,0.0,Single,1.0,0.0,36,3,1,2,17236.0,0,17236.0,0.958,3013,78,0.696,0.0
712623258,Attrited Customer,42,F,3,1.0,Married,0.0,0.0,36,2,3,3,5505.0,2517,2988.0,0.729,2272,42,0.448,0.457
708838908,Existing Customer,49,F,3,0.0,Single,1.0,0.0,42,4,3,4,5129.0,1654,3475.0,0.618,3192,61,0.848,0.322
712024908,Existing Customer,56,F,1,1.0,Married,0.0,0.0,36,6,2,3,2641.0,1257,1384.0,0.891,1439,39,1.053,0.476
713320008,Existing Customer,48,M,3,1.0,Single,2.0,0.0,37,3,3,2,3034.0,468,2566.0,0.553,4172,66,0.784,0.154
758753283,Attrited Customer,52,M,3,2.0,Married,3.0,0.0,45,1,3,3,34516.0,550,33966.0,0.674,7341,71,0.732,0.016
715051608,Attrited Customer,34,M,2,0.0,Single,1.0,0.0,36,2,3,2,9719.0,2517,7202.0,0.906,9183,51,0.7,0.259
708668283,Existing Customer,39,M,2,1.0,Married,2.0,0.0,22,5,4,2,5140.0,2517,2623.0,0.876,1842,36,0.714,0.49
713600958,Existing Customer,50,M,1,0.0,Married,3.0,0.0,38,4,5,3,34516.0,2076,32440.0,0.812,3647,65,0.667,0.06
788908308,Existing Customer,46,M,2,0.0,Single,1.0,0.0,32,2,3,2,5972.0,0,5972.0,0.606,14227,116,0.706,0.0
793543758,Existing Customer,47,M,2,1.0,Single,3.0,0.0,41,3,2,4,10614.0,784,9830.0,0.73,4601,77,0.638,0.074
709548783,Attrited Customer,44,M,2,2.0,Divorced,1.0,0.0,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0.0
771499233,Existing Customer,46,F,4,0.0,Married,0.0,0.0,34,6,1,3,5387.0,1133,4254.0,0.652,4374,76,0.49,0.21
803148033,Existing Customer,54,M,1,1.0,Married,2.0,0.0,48,6,1,5,12169.0,1935,10234.0,0.435,1599,38,0.652,0.159
709159308,Existing Customer,42,F,4,0.0,Single,0.0,0.0,30,3,1,3,6172.0,1212,4960.0,0.723,16622,99,0.65,0.196
720551733,Attrited Customer,46,F,4,2.0,Married,0.0,0.0,26,3,3,6,15195.0,0,15195.0,0.726,2631,41,0.64,0.0
714406158,Attrited Customer,53,F,3,0.0,Divorced,0.0,0.0,36,4,3,6,7939.0,0,7939.0,0.551,2269,42,0.312,0.0
713541033,Existing Customer,39,F,1,1.0,Single,0.0,0.0,32,4,2,3,2144.0,1557,587.0,0.775,4571,85,0.848,0.726
816615633,Existing Customer,47,F,2,2.0,Married,1.0,0.0,42,2,3,1,3256.0,2035,1221.0,0.655,7075,89,0.648,0.625
719233833,Existing Customer,35,F,3,0.0,Married,0.0,0.0,23,3,3,4,3073.0,526,2547.0,0.702,1944,55,0.618,0.171
772031733,Existing Customer,40,M,4,1.0,Single,2.0,0.0,29,5,1,2,14315.0,690,13625.0,1.32,2603,56,0.806,0.048
778372158,Existing Customer,49,F,5,0.0,Married,1.0,0.0,33,6,3,2,2506.0,1549,957.0,0.752,4747,91,0.936,0.618
708542283,Existing Customer,58,F,1,2.0,Married,0.0,0.0,47,5,3,4,2495.0,2061,434.0,0.849,4399,70,0.707,0.826
718576908,Existing Customer,49,F,4,0.0,Married,0.0,0.0,36,4,1,3,29939.0,0,29939.0,0.963,4305,63,0.658,0.0
716439258,Existing Customer,32,M,3,1.0,Married,1.0,0.0,36,1,1,1,3223.0,1413,1810.0,1.009,13648,103,0.635,0.438
713138433,Existing Customer,50,M,3,1.0,Single,1.0,0.0,42,4,2,3,14782.0,1020,13762.0,0.683,3206,54,0.8,0.069
720597108,Attrited Customer,48,F,3,2.0,Divorced,0.0,0.0,36,5,3,1,9943.0,2138,7805.0,0.949,8325,54,1.0,0.215
708804633,Attrited Customer,44,F,2,2.0,Divorced,0.0,0.0,36,1,2,2,1916.0,0,1916.0,1.041,2888,39,0.444,0.0
711371208,Existing Customer,50,F,4,1.0,Married,0.0,0.0,36,4,2,2,6465.0,1863,4602.0,0.399,4490,68,0.789,0.288
713539833,Existing Customer,48,F,4,0.0,Single,1.0,0.0,38,6,1,3,8135.0,0,8135.0,1.373,1716,29,0.812,0.0
802002858,Attrited Customer,62,F,1,0.0,Married,0.0,0.0,56,2,1,2,8990.0,0,8990.0,0.935,747,19,0.583,0.0
720758808,Attrited Customer,38,M,3,1.0,Single,1.0,0.0,18,5,1,5,16317.0,0,16317.0,0.566,1995,54,0.929,0.0
711659958,Existing Customer,65,F,0,1.0,Married,1.0,0.0,56,4,2,1,2692.0,1869,823.0,0.744,1594,36,0.895,0.694
719658858,Existing Customer,50,F,4,2.0,Married,0.0,1.0,36,3,2,1,34516.0,2096,32420.0,0.666,7042,73,0.553,0.061
792300858,Existing Customer,44,F,3,1.0,Divorced,1.0,0.0,38,3,2,2,4269.0,1852,2417.0,0.682,4178,75,0.63,0.434
720205608,Existing Customer,52,F,1,0.0,Married,0.0,0.0,36,6,1,1,4222.0,0,4222.0,0.523,4487,77,1.081,0.0
718162908,Existing Customer,55,M,3,1.0,Married,2.0,0.0,42,3,2,1,26101.0,614,25487.0,0.397,1472,48,0.412,0.024
789331908,Existing Customer,40,F,3,0.0,Single,0.0,0.0,30,5,2,2,8793.0,918,7875.0,0.471,5342,64,0.684,0.104
717042333,Attrited Customer,53,F,2,1.0,Married,0.0,0.0,44,3,3,3,1473.0,0,1473.0,0.92,2836,48,0.6,0.0
718983333,Existing Customer,53,M,2,0.0,Married,2.0,0.0,43,6,1,3,6704.0,1354,5350.0,0.411,1331,30,0.364,0.202
716383683,Existing Customer,39,F,2,2.0,Single,0.0,0.0,36,4,3,4,1438.3,0,1438.3,0.7,1338,28,0.867,0.0
713767383,Existing Customer,32,F,0,0.0,Married,1.0,0.0,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807
713593683,Existing Customer,43,F,3,1.0,Married,1.0,0.0,28,5,3,3,11155.0,1583,9572.0,1.061,3504,60,0.765,0.142
708394908,Existing Customer,44,M,0,0.0,Single,1.0,0.0,33,5,1,3,2337.0,1442,895.0,0.659,3945,65,0.548,0.617
710809833,Existing Customer,40,M,3,1.0,Married,2.0,1.0,27,3,1,2,34516.0,0,34516.0,0.834,3193,53,0.559,0.0
779236083,Existing Customer,37,F,3,0.0,Married,0.0,0.0,19,5,1,3,4138.0,0,4138.0,1.168,2420,50,0.613,0.0
713127708,Existing Customer,38,F,0,0.0,Married,0.0,0.0,26,5,1,4,2230.0,0,2230.0,0.896,3766,63,0.909,0.0
714266883,Attrited Customer,54,F,4,2.0,Single,0.0,0.0,44,5,3,3,2440.0,503,1937.0,0.415,2334,51,0.594,0.206
714770808,Existing Customer,59,M,2,0.0,Married,0.0,0.0,42,3,3,5,4328.0,670,3658.0,0.396,1580,54,0.543,0.155
711816108,Attrited Customer,40,M,3,0.0,Single,2.0,0.0,29,2,2,4,18563.0,0,18563.0,0.729,2395,45,0.552,0.0
798114033,Existing Customer,46,M,2,1.0,Married,1.0,0.0,40,4,2,4,7949.0,1514,6435.0,0.857,3355,58,0.657,0.19
789081408,Attrited Customer,44,F,4,0.0,Single,0.0,0.0,32,6,3,4,1438.3,170,1268.3,0.889,2527,45,0.406,0.118
710579583,Existing Customer,57,F,1,1.0,Married,0.0,0.0,50,3,2,3,1665.0,983,682.0,0.889,4420,86,0.72,0.59
708396033,Existing Customer,45,F,2,0.0,Married,0.0,0.0,27,1,2,2,2490.0,1059,1431.0,0.715,12257,101,0.772,0.425
709140858,Existing Customer,57,F,2,1.0,Single,0.0,0.0,47,1,3,1,1727.0,996,731.0,0.767,5112,82,0.673,0.577
720943308,Existing Customer,47,M,3,1.0,Single,1.0,1.0,36,1,1,2,30498.0,1990,28508.0,0.839,16202,120,0.791,0.065
708507483,Existing Customer,43,F,3,1.0,Divorced,0.0,0.0,31,6,4,3,1477.0,0,1477.0,0.756,4802,82,0.864,0.0
714103083,Existing Customer,47,M,2,1.0,Married,1.0,0.0,37,6,3,1,3263.0,1525,1738.0,0.542,14649,110,0.833,0.467
719293533,Existing Customer,30,M,1,1.0,Single,0.0,0.0,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117
714424533,Attrited Customer,41,F,4,1.0,Married,0.0,0.0,36,6,2,2,1655.0,0,1655.0,0.496,2156,37,0.194,0.0
711338058,Existing Customer,45,F,1,0.0,Married,0.0,0.0,33,6,3,2,1438.3,1201,237.3,0.749,4851,86,0.72,0.835
822885033,Existing Customer,31,M,1,0.0,Married,1.0,0.0,24,2,1,3,4328.0,1493,2835.0,0.651,14731,120,0.765,0.345
804359133,Existing Customer,55,M,0,0.0,Married,3.0,0.0,49,5,3,3,3805.0,2233,1572.0,1.095,1743,27,0.929,0.587
712840608,Existing Customer,55,F,2,0.0,Married,0.0,0.0,43,6,2,3,2736.0,993,1743.0,1.06,4078,85,0.977,0.363
720698883,Attrited Customer,51,M,1,0.0,Single,2.0,0.0,38,2,3,3,28605.0,0,28605.0,1.054,5524,67,0.718,0.0
716520033,Existing Customer,52,M,2,2.0,Married,2.0,0.0,36,6,4,1,1981.0,1448,533.0,0.723,4639,61,0.743,0.731
709618308,Existing Customer,46,F,3,0.0,Single,1.0,1.0,40,4,3,1,16239.0,1487,14752.0,0.531,3838,48,0.6,0.092
720992883,Existing Customer,47,F,4,1.0,Married,0.0,0.0,37,4,3,3,3189.0,1863,1326.0,0.77,4805,76,0.949,0.584
708508758,Attrited Customer,62,F,0,1.0,Married,0.0,0.0,49,2,3,3,1438.3,0,1438.3,1.047,692,16,0.6,0.0
720006333,Attrited Customer,48,M,2,1.0,Divorced,2.0,0.0,40,4,3,3,4479.0,0,4479.0,0.89,4520,63,0.37,0.0
788715483,Existing Customer,44,F,5,1.0,Single,0.0,0.0,28,2,2,2,1558.0,879,679.0,0.874,4805,86,0.792,0.564
708623283,Existing Customer,35,M,2,0.0,Single,1.0,0.0,16,6,3,2,18278.0,0,18278.0,0.798,2084,61,1.103,0.0
711819708,Attrited Customer,33,F,3,2.0,Single,0.0,0.0,25,3,2,4,4734.0,2517,2217.0,0.483,2275,55,0.897,0.532
710667708,Existing Customer,47,M,2,0.0,Single,1.0,0.0,36,3,3,2,12510.0,1871,10639.0,0.748,14018,128,0.778,0.15
719964933,Existing Customer,50,F,5,1.0,Single,0.0,0.0,41,3,2,2,1438.3,0,1438.3,0.683,4550,78,0.857,0.0
709365483,Existing Customer,45,F,2,2.0,Divorced,1.0,0.0,36,5,3,3,2788.0,1826,962.0,0.521,4437,67,0.595,0.655
789605658,Existing Customer,42,F,1,2.0,Married,1.0,0.0,35,4,3,2,2985.0,2355,630.0,0.602,1065,27,0.588,0.789
778801608,Existing Customer,50,M,2,1.0,Married,2.0,0.0,39,6,4,2,3606.0,1862,1744.0,0.689,3568,92,0.804,0.516
721424583,Existing Customer,35,F,1,0.0,Married,0.0,0.0,26,4,2,3,1918.0,900,1018.0,0.873,4237,76,0.9,0.469
712246983,Existing Customer,50,M,4,0.0,Married,2.0,0.0,43,2,2,5,16748.0,2413,14335.0,0.769,15338,121,0.635,0.144
771527508,Existing Customer,60,M,2,1.0,Single,1.0,0.0,48,3,4,1,10886.0,1145,9741.0,0.749,3488,66,0.535,0.105
711456108,Attrited Customer,46,F,4,0.0,Married,1.0,0.0,39,5,3,3,1438.3,819,619.3,0.786,2488,44,0.692,0.569
711636558,Existing Customer,33,M,3,1.0,Married,2.0,0.0,36,5,3,4,2711.0,2073,638.0,0.711,1567,42,0.75,0.765
771735933,Existing Customer,48,M,2,0.0,Married,2.0,0.0,36,2,1,1,10761.0,1722,9039.0,0.7,4731,82,0.783,0.16
709736658,Existing Customer,37,M,4,0.0,Married,1.0,0.0,27,6,3,2,1438.3,759,679.3,0.858,4446,86,0.72,0.528
716139933,Existing Customer,54,M,0,0.0,Married,2.0,0.0,36,3,1,2,16286.0,1710,14576.0,1.223,2552,49,1.227,0.105
794545983,Existing Customer,57,M,2,1.0,Married,2.0,0.0,40,3,2,3,12208.0,1980,10228.0,0.616,1409,34,0.619,0.162
719108358,Existing Customer,39,M,2,2.0,Married,2.0,0.0,31,5,2,1,18974.0,2517,16457.0,1.369,2783,56,1.0,0.133
788269158,Existing Customer,35,F,2,1.0,Single,0.0,0.0,27,4,3,0,3280.0,1806,1474.0,0.963,2534,78,0.95,0.551
717074283,Attrited Customer,45,F,3,1.0,Divorced,0.0,0.0,37,5,2,6,17678.0,0,17678.0,0.788,2566,49,0.815,0.0
717166383,Existing Customer,40,F,4,0.0,Married,1.0,0.0,30,5,2,2,2166.0,1465,701.0,0.857,5097,82,0.673,0.676
715404783,Existing Customer,43,F,4,1.0,Married,0.0,0.0,35,3,3,0,6448.0,1464,4984.0,0.615,7546,88,0.63,0.227
711145008,Existing Customer,60,F,1,1.0,Married,1.0,0.0,47,4,3,2,5015.0,2053,2962.0,0.442,1325,29,0.381,0.409
798238008,Existing Customer,36,F,2,0.0,Married,0.0,0.0,30,2,1,2,5070.0,0,5070.0,0.536,4644,85,0.771,0.0
717788958,Existing Customer,31,M,0,1.0,Divorced,2.0,0.0,19,1,1,2,21615.0,570,21045.0,0.737,16464,103,0.717,0.026
772339383,Existing Customer,54,M,3,2.0,Single,1.0,0.0,44,2,5,3,4216.0,1290,2926.0,0.86,13787,121,0.571,0.306
719995008,Existing Customer,44,F,4,1.0,Married,0.0,0.0,36,6,2,2,3979.0,780,3199.0,0.873,5024,69,0.769,0.196
778716783,Existing Customer,50,M,2,0.0,Married,1.0,0.0,32,1,2,1,11552.0,1970,9582.0,0.705,7180,96,0.548,0.171
720725058,Attrited Customer,51,F,1,1.0,Single,0.0,0.0,37,1,3,4,7176.0,0,7176.0,0.45,1375,33,0.65,0.0
718715583,Existing Customer,65,M,2,0.0,Married,0.0,0.0,56,4,2,4,2318.0,1010,1308.0,0.81,1256,35,0.591,0.436
710163633,Existing Customer,41,F,4,1.0,Divorced,1.0,0.0,36,3,3,2,1919.0,867,1052.0,0.741,4996,92,0.704,0.452
713180433,Existing Customer,56,F,2,1.0,Single,0.0,0.0,48,5,3,2,3934.0,2517,1417.0,0.682,4837,87,0.673,0.64
709895508,Existing Customer,42,M,3,1.0,Married,0.0,0.0,36,2,2,1,6153.0,974,5179.0,0.703,7434,92,0.586,0.158
819129858,Existing Customer,46,F,2,1.0,Single,0.0,0.0,41,5,3,0,4745.0,1270,3475.0,0.93,1519,31,0.938,0.268
720868683,Existing Customer,50,F,4,0.0,Single,1.0,0.0,22,5,2,3,7853.0,1343,6510.0,0.491,1814,37,0.37,0.171
778436283,Existing Customer,41,M,4,0.0,Single,0.0,0.0,21,2,3,1,3429.0,1504,1925.0,0.601,4015,76,1.0,0.439
774172158,Existing Customer,29,M,1,0.0,Single,1.0,0.0,19,3,1,2,23507.0,1990,21517.0,0.631,2650,65,0.912,0.085
789627258,Existing Customer,31,M,1,1.0,Single,1.0,0.0,25,5,3,3,1935.0,1033,902.0,0.623,2498,60,1.0,0.534
812618883,Existing Customer,47,M,2,0.0,Divorced,0.0,1.0,42,1,2,2,34516.0,2019,32497.0,0.706,7774,95,0.583,0.058
708997833,Existing Customer,49,F,4,2.0,Single,1.0,0.0,39,5,3,1,3255.0,603,2652.0,0.617,4045,62,0.824,0.185
711663858,Existing Customer,28,M,1,2.0,Single,0.0,0.0,13,4,3,3,20030.0,1204,18826.0,0.979,15862,127,0.693,0.06
708807483,Existing Customer,51,F,3,1.0,Married,1.0,0.0,45,5,2,3,9117.0,1259,7858.0,0.88,3837,75,0.705,0.138
790145733,Attrited Customer,40,M,3,1.0,Single,2.0,1.0,33,1,3,4,34516.0,0,34516.0,0.927,1112,26,0.368,0.0
714500883,Existing Customer,44,F,3,1.0,Married,0.0,0.0,36,4,2,3,21242.0,819,20423.0,0.499,1283,37,0.542,0.039
798546408,Existing Customer,61,F,1,1.0,Single,0.0,0.0,55,2,3,2,8283.0,1444,6839.0,0.698,7553,104,0.529,0.174
709804533,Existing Customer,40,M,4,0.0,Single,3.0,0.0,34,3,1,3,17818.0,1451,16367.0,0.632,3973,74,0.451,0.081
717022533,Existing Customer,43,F,2,2.0,Single,1.0,0.0,36,4,1,3,2283.0,0,2283.0,0.899,4088,66,0.886,0.0
712869783,Existing Customer,56,F,3,1.0,Single,0.0,0.0,36,5,5,2,4255.0,0,4255.0,0.948,4606,79,0.795,0.0
721190358,Existing Customer,49,M,4,0.0,Single,2.0,0.0,29,2,2,2,29690.0,2517,27173.0,0.769,7640,86,0.564,0.085
751076058,Existing Customer,44,F,4,0.0,Married,0.0,0.0,37,4,3,3,5826.0,0,5826.0,0.689,3756,73,0.921,0.0
787529583,Attrited Customer,41,F,5,0.0,Married,1.0,0.0,30,5,2,3,1588.0,0,1588.0,0.634,2561,61,0.649,0.0
